index,current_time,crawled_at,pressure,country,wind_direction,sky,uniq_id,visibility,temparature,dev_point,place,location,data_category,latest_report,wind,forecast,feels_like,index_date_format
260,"19 Jan 2020, 20:06:53",Sun Jan 19 15:36:53 2020, 1001 mbar,Australia,na,Extremely hot.,64d5039e-ef8c-56f3-a17e-be26abe7c1c2, N/A,36 °C, 6 °C," Weather in Longreach, Queensland, Australia",Longreach Airport,weather," 19 Jan 2020, 19:00",,40 / 30 °C,34 °C,2020.01.19
261,"19 Jan 2020, 20:06:53",Sun Jan 19 15:36:53 2020, 1002 mbar,Australia, from Northwest,Partly sunny.,c1ca17ae-ec75-5546-af6a-815ab10df578, N/A,35 °C, 9 °C," Weather in Charleville, Queensland, Australia",Charleville Airport,weather," 19 Jan 2020, 19:00",4 km/h ,38 / 26 °C,33 °C,2020.01.19
262,"19 Jan 2020, 20:06:53",Sun Jan 19 15:36:53 2020, 1003 mbar,Australia, from Northeast,Passing clouds.,1f5c0834-f147-5a8b-9f17-5572a8e4df25, N/A,30 °C, 26 °C," Weather in Townsville, Queensland, Australia",Townsville Amo,weather," 19 Jan 2020, 19:30",17 km/h ,32 / 28 °C,37 °C,2020.01.19
263,"19 Jan 2020, 20:36:53",Sun Jan 19 15:36:53 2020, 1013 mbar,Australia, from South,Mild.,2ea4eeca-9fca-5ea5-9950-009ea5a24423, N/A,19 °C, 13 °C," Weather in Ceduna, South Australia, Australia",Ceduna Airport,weather," 19 Jan 2020, 19:30",30 km/h ,20 / 16 °C,19 °C,2020.01.19
264,"19 Jan 2020, 21:06:53",Sun Jan 19 15:36:53 2020, 1004 mbar,Australia, from Northwest,Warm.,b4d812e9-1a2a-5dbf-8624-212db120c627, N/A,26 °C, 21 °C," Weather in Lismore, New South Wales, Australia",Casino Airport Aws,weather," 19 Jan 2020, 19:00",9 km/h ,35 / 21 °C,27 °C,2020.01.19
265,"19 Jan 2020, 20:36:53",Sun Jan 19 15:36:53 2020, 1009 mbar,Australia, from Southwest,Sprinkles. Broken clouds.,a2c4e6da-dc2a-569d-96b1-07fd27260178, 6 km,17 °C, 15 °C," Weather in Torrensville, South Australia, Australia",Adelaide Airport,weather," 19 Jan 2020, 19:46",33 km/h ,20 / 14 °C,17 °C,2020.01.19
266,"19 Jan 2020, 20:06:53",Sun Jan 19 15:36:53 2020, 1004 mbar,Australia, from Northwest,Warm.,22dd659a-3edb-5152-ada7-688941200c5c, N/A,29 °C, 25 °C," Weather in Lindeman Island, Queensland, Australia",Hamilton Island,weather," 19 Jan 2020, 18:00",20 km/h ,31 / 28 °C,35 °C,2020.01.19
267,"19 Jan 2020, 18:06:53",Sun Jan 19 15:36:53 2020, 1007 mbar,Australia, from Southwest,Warm.,6ab5ed32-951c-592f-a263-c9595c124d10, N/A,29 °C, 22 °C," Weather in Carnarvon, Western Australia, Australia",Carnarvon Airport,weather," 19 Jan 2020, 15:00",30 km/h ,29 / 24 °C,32 °C,2020.01.19
268,"19 Jan 2020, 21:06:53",Sun Jan 19 15:36:53 2020, 1001 mbar,Australia, from Southwest,Mild.,4ace136b-1e60-598f-8c95-e862c5477b12, N/A,21 °C, 19 °C," Weather in Leeton, New South Wales, Australia",Narrandera Airport,weather," 19 Jan 2020, 19:00",9 km/h ,26 / 18 °C,21 °C,2020.01.19
269,"19 Jan 2020, 20:06:53",Sun Jan 19 15:36:53 2020, 1004 mbar ,Australia, from East,Warm.,1332ef2d-6efb-556e-a1de-6abbba9f313c, N/A,27 °C, 21 °C," Weather in Toowoomba, Queensland, Australia",Oakey Aerodrome,weather," 19 Jan 2020, 19:00",20 km/h ,32 / 20 °C,29 °C,2020.01.19
270,"19 Jan 2020, 21:06:53",Sun Jan 19 15:36:54 2020, N/A,Australia, from Southeast,Mild.,3ac35314-b07a-56a9-874b-afde84aab99d, N/A,24 °C, 20 °C," Weather in Canterbury, New South Wales, Australia",Canterbury,weather," 19 Jan 2020, 19:00",13 km/h ,28 / 20 °C,24 °C,2020.01.19
271,"19 Jan 2020, 19:36:53",Sun Jan 19 15:36:54 2020, 1002 mbar,Australia, from Southwest,Extremely hot.,0fbb79ec-e207-5fa4-911d-6de7d3220766, N/A,35 °C, 17 °C," Weather in Tennant Creek, Northern Territory, Australia",Tennant Creek Airport,weather," 19 Jan 2020, 18:30",15 km/h ,32 / 25 °C,36 °C,2020.01.19
272,"19 Jan 2020, 21:06:53",Sun Jan 19 15:36:54 2020, 1009 mbar,Australia, from Southeast,Overcast.,49576cab-3555-5fec-b711-6e5f413702ea, N/A,20 °C, 8 °C," Weather in Launceston, Tasmania, Australia",Launceston Airport,weather," 19 Jan 2020, 20:30",22 km/h ,24 / 14 °C,20 °C,2020.01.19
273,"19 Jan 2020, 21:06:53",Sun Jan 19 15:36:54 2020, 1004 mbar,Australia, from South,Clear.,bbd79630-44dd-53f8-887a-f813f4478cbd, N/A,26 °C, 20 °C," Weather in Tamworth, New South Wales, Australia",Tamworth Airport,weather," 19 Jan 2020, 20:30",17 km/h ,33 / 20 °C,27 °C,2020.01.19
274,"19 Jan 2020, 21:06:53",Sun Jan 19 15:36:54 2020, 1005 mbar ,Australia, from East,Sunny.,ccf80c41-3400-5f1e-9026-bd33b181186d, N/A,24 °C, 13 °C," Weather in Canberra, Australian Capital Territory, Australia",Canberra Airport,weather," 19 Jan 2020, 20:00",28 km/h ,23 / 15 °C,25 °C,2020.01.19
275,"19 Jan 2020, 21:06:53",Sun Jan 19 15:36:54 2020, N/A,Australia, from East,Mild.,74c3a88a-a5a0-5439-8c64-c2ae357c49e5, N/A,25 °C, 12 °C," Weather in Kyneton, Victoria, Australia",Redesdale Aws,weather," 19 Jan 2020, 19:00",15 km/h ,19 / 13 °C,26 °C,2020.01.19
276,"19 Jan 2020, 21:06:54",Sun Jan 19 15:36:54 2020, 1004 mbar,Australia,na,Mild.,8d218f81-4c26-5c9d-8783-c7896f40b177, N/A,24 °C, 19 °C," Weather in Campbelltown, New South Wales, Australia",Camden Airport,weather," 19 Jan 2020, 19:00",No wind,30 / 18 °C,24 °C,2020.01.19
277,"19 Jan 2020, 21:06:54",Sun Jan 19 15:36:54 2020, 1005 mbar,Australia,na,Mild.,f73776bb-3ce4-54d9-9ef5-857f7d2198f8, N/A,24 °C, 19 °C," Weather in Sydney, New South Wales, Australia",Sydney Regional Office,weather," 19 Jan 2020, 19:00",,28 / 20 °C,24 °C,2020.01.19
278,"19 Jan 2020, 21:06:54",Sun Jan 19 15:36:54 2020, N/A,Australia, from South,Mild.,193088ad-166f-5c25-a024-5450f9ae4269, N/A,22 °C, 19 °C," Weather in Kiama, New South Wales, Australia",Bellambi Aws,weather," 19 Jan 2020, 19:00",6 km/h ,26 / 20 °C,22 °C,2020.01.19
279,"19 Jan 2020, 20:06:54",Sun Jan 19 15:36:54 2020, 1003 mbar,Australia, from Northwest,Passing clouds.,44603979-d25c-51a3-b1f6-72ead1fe290a, N/A,30 °C, 25 °C," Weather in Cairns, Queensland, Australia",Cairns Airport,weather," 19 Jan 2020, 19:30",9 km/h ,34 / 26 °C,36 °C,2020.01.19
280,"19 Jan 2020, 21:06:54",Sun Jan 19 15:36:54 2020, N/A,Australia, from Northeast,Mild.,02df5a07-86a0-526f-b727-4a88e7fd20b7, N/A,17 °C, 16 °C," Weather in Katoomba, New South Wales, Australia",Mount Boyce Aws,weather," 19 Jan 2020, 19:00",6 km/h ,20 / 14 °C,17 °C,2020.01.19
281,"19 Jan 2020, 20:06:54",Sun Jan 19 15:36:54 2020, 1004 mbar,Australia, from Northeast,Overcast.,7fa98530-cf41-5bee-adf4-cd9a41f017ec, N/A,27 °C, 24 °C," Weather in Sunshine Coast, Queensland, Australia",Maroochydore Airport Aws,weather," 19 Jan 2020, 18:00",20 km/h ,32 / 24 °C,29 °C,2020.01.19
282,"19 Jan 2020, 21:06:54",Sun Jan 19 15:36:54 2020, 1005 mbar,Australia, from Northeast,Warm.,de47ab31-7605-55ca-be92-9e91d6ca2999, N/A,26 °C, 23 °C," Weather in Byron Bay, New South Wales, Australia",Ballina Airport Aws,weather," 19 Jan 2020, 19:00",17 km/h ,30 / 24 °C,28 °C,2020.01.19
283,"19 Jan 2020, 21:06:54",Sun Jan 19 15:36:54 2020, N/A,Australia, from Southwest,Cool.,8d0c5b41-90ea-508b-9afb-41d9a89e94a4, N/A,14 °C, 10 °C," Weather in St Arnaud, Victoria, Australia",Stawell,weather," 19 Jan 2020, 19:00",43 km/h ,22 / 15 °C,12 °C,2020.01.19
284,"19 Jan 2020, 19:36:54",Sun Jan 19 15:36:54 2020, 1006 mbar,Australia, from West,Sunny.,5d6a4a4f-f38d-5aed-9a51-214470b6cf2c, N/A,31 °C, 22 °C," Weather in Katherine, Northern Territory, Australia",Katherine Aerodrome,weather," 19 Jan 2020, 19:00",13 km/h ,35 / 26 °C,35 °C,2020.01.19
285,"19 Jan 2020, 20:06:54",Sun Jan 19 15:36:55 2020, 1004 mbar,Australia, from North,Passing clouds.,0b0d63ca-b676-5d35-aed9-7df8a17c4065, N/A,28 °C, 24 °C," Weather in Bundaberg, Queensland, Australia",Bundaberg Aerodrome,weather," 19 Jan 2020, 18:00",26 km/h ,34 / 25 °C,32 °C,2020.01.19
286,"19 Jan 2020, 18:06:54",Sun Jan 19 15:36:55 2020, 1004 mbar,Australia, from Northwest,Hot.,95edcfe2-ad30-5368-ac4d-1a6f1a0553f7, N/A,34 °C, 24 °C," Weather in Karratha, Western Australia, Australia",Karratha Aero,weather," 19 Jan 2020, 17:00",22 km/h ,35 / 28 °C,40 °C,2020.01.19
287,"19 Jan 2020, 21:06:54",Sun Jan 19 15:36:55 2020, 1002 mbar,Australia, from Southeast,Mild.,0ff2bd03-9908-56ed-ab6d-e9c0d778c3b6, N/A,21 °C, 15 °C," Weather in Shepparton, Victoria, Australia",Mangalore Airport,weather," 19 Jan 2020, 19:00",22 km/h ,24 / 17 °C,21 °C,2020.01.19
288,"19 Jan 2020, 18:06:54",Sun Jan 19 15:36:55 2020, 1014 mbar,Australia, from Southwest,Mild.,b4eac354-8000-5497-b29d-5625903adba8, N/A,24 °C, 13 °C," Weather in Bunbury, Western Australia, Australia",Bunbury,weather," 19 Jan 2020, 17:00",24 km/h ,28 / 16 °C,25 °C,2020.01.19
289,"19 Jan 2020, 18:06:54",Sun Jan 19 15:36:55 2020, 1014 mbar,Australia, from Southeast,Sunny.,4a2a31c0-cfbb-5653-9b1c-f71a93b2936c, N/A,27 °C, 7 °C," Weather in Kalgoorlie, Western Australia, Australia",Kalgoorlie Boulder Amo,weather," 19 Jan 2020, 17:30",17 km/h ,30 / 16 °C,26 °C,2020.01.19
290,"19 Jan 2020, 20:06:54",Sun Jan 19 15:36:55 2020, 1005 mbar,Australia, from Northeast,Passing clouds.,6b02dc72-cc3a-517d-b569-79fb325dcee5, N/A,26 °C, 23 °C," Weather in Samford, Queensland, Australia",Brisbane Airport M. O,weather," 19 Jan 2020, 19:00",28 km/h ,34 / 24 °C,28 °C,2020.01.19
291,"19 Jan 2020, 18:06:54",Sun Jan 19 15:36:55 2020, 1004 mbar,Australia, from Northwest,Warm.,d8d1d6f6-8e38-5caa-abef-856fe55cd0fe, N/A,29 °C, 25 °C," Weather in Broome, Western Australia, Australia",Broome Airport,weather," 19 Jan 2020, 17:00",20 km/h ,32 / 27 °C,35 °C,2020.01.19
292,"19 Jan 2020, 20:06:54",Sun Jan 19 15:36:55 2020, 1001 mbar,Australia, from West,Hot.,54b77ced-1ca3-55ab-914f-66ea35fb1486, N/A,33 °C, 12 °C," Weather in Roma, Queensland, Australia",Roma Airport,weather," 19 Jan 2020, 19:00",7 km/h ,38 / 26 °C,32 °C,2020.01.19
293,"19 Jan 2020, 20:06:55",Sun Jan 19 15:36:55 2020, 1005 mbar,Australia, from Northeast,Warm.,814c7e70-eef3-5ede-8503-b7859850f7dd, N/A,26 °C, 24 °C," Weather in Ipswich, Queensland, Australia",Ipswich Composite,weather," 19 Jan 2020, 18:00",32 km/h ,34 / 22 °C,29 °C,2020.01.19
294,"19 Jan 2020, 20:06:55",Sun Jan 19 15:36:55 2020, 1005 mbar,Australia, from Northeast,Passing clouds.,58d42a52-c805-5d6f-bd39-963ea5f2ce8a, N/A,26 °C, 23 °C," Weather in Brisbane, Queensland, Australia",Brisbane Airport M. O,weather," 19 Jan 2020, 19:00",28 km/h ,33 / 25 °C,28 °C,2020.01.19
295,"19 Jan 2020, 20:06:55",Sun Jan 19 15:36:55 2020, 1003 mbar,Australia, from North,Clear.,589d252a-cf98-51c7-be6d-67a4b379d6ea, N/A,31 °C, 18 °C," Weather in Rockhampton, Queensland, Australia",Rockhampton Airport,weather," 19 Jan 2020, 19:30",13 km/h ,37 / 26 °C,32 °C,2020.01.19
296,"19 Jan 2020, 21:06:55",Sun Jan 19 15:36:55 2020, 1003 mbar,Australia, from South,Mild.,a0715633-42bc-57a8-a285-0504108ec367, N/A,24 °C, 13 °C," Weather in Horsham, Victoria, Australia",Horsham Aerodrome,weather," 19 Jan 2020, 20:00",30 km/h ,22 / 15 °C,25 °C,2020.01.19
297,"19 Jan 2020, 21:06:55",Sun Jan 19 15:36:55 2020, N/A,Australia, from South,Mild.,cd38797b-8e50-5fb6-b6c3-84fc61873f04, N/A,22 °C, 19 °C," Weather in Bowral, New South Wales, Australia",Bellambi Aws,weather," 19 Jan 2020, 19:00",6 km/h ,24 / 15 °C,22 °C,2020.01.19
298,"19 Jan 2020, 21:06:55",Sun Jan 19 15:36:55 2020, 1012 mbar,Australia, from Southeast,Partly sunny.,064ae448-e53f-5080-808e-18d7be07d03b, N/A,17 °C, 11 °C," Weather in Hobart, Tasmania, Australia",Hobart Airport,weather," 19 Jan 2020, 20:30",13 km/h ,19 / 14 °C,17 °C,2020.01.19
299,"19 Jan 2020, 21:06:55",Sun Jan 19 15:36:55 2020, 999 mbar,Australia, from Northwest,Extremely hot.,7feea607-512e-5283-a85b-329e30d49e20, N/A,34 °C, 0 °C," Weather in Bourke, New South Wales, Australia",Bourke Airport AWS,weather," 19 Jan 2020, 20:00",13 km/h ,33 / 21 °C,32 °C,2020.01.19
300,"19 Jan 2020, 20:06:55",Sun Jan 19 15:36:56 2020, 1004 mbar,Australia, from Northeast,Partly sunny.,605565f3-6488-5583-8a73-28283a3ad163, N/A,28 °C, 23 °C," Weather in Hervey Bay, Queensland, Australia",Maryborough,weather," 19 Jan 2020, 18:00",19 km/h ,30 / 26 °C,32 °C,2020.01.19
301,"19 Jan 2020, 20:36:55",Sun Jan 19 15:36:56 2020, 1012 mbar,Australia, from South,Mild.,d86443cb-2a08-5d22-a932-bbf5f39fc74f, N/A,20 °C, 12 °C," Weather in Port Lincoln, South Australia, Australia",Port Lincoln Aerodrome Aws,weather," 19 Jan 2020, 18:30",35 km/h ,19 / 15 °C,20 °C,2020.01.19
302,"19 Jan 2020, 21:06:55",Sun Jan 19 15:36:56 2020, N/A,Australia, from Southeast,Mild.,960bcf38-4aad-5b28-b627-f4ffaf393284, N/A,24 °C, 20 °C," Weather in Blacktown, New South Wales, Australia",Homebush,weather," 19 Jan 2020, 19:00",9 km/h ,29 / 19 °C,25 °C,2020.01.19
303,"19 Jan 2020, 18:06:55",Sun Jan 19 15:36:56 2020, 1003 mbar,Australia, from North,Sunny.,132ec4db-b77d-52d9-9a14-ff6c5aad6ae2, N/A,33 °C, 23 °C," Weather in Port Hedland, Western Australia, Australia",Port Hedland Pardoo,weather," 19 Jan 2020, 17:30",26 km/h ,35 / 29 °C,38 °C,2020.01.19
304,"19 Jan 2020, 18:06:55",Sun Jan 19 15:36:56 2020, 1003 mbar,Australia, from Northwest,Warm.,40dda54f-1800-55ca-83e2-ba37dccf956b, N/A,28 °C, 21 °C," Weather in Halls Creek, Western Australia, Australia",Halls Creek Airport,weather," 19 Jan 2020, 17:00",17 km/h ,31 / 24 °C,31 °C,2020.01.19
305,"19 Jan 2020, 21:06:55",Sun Jan 19 15:36:56 2020, 1001 mbar,Australia, from Northeast,Warm.,03958e4a-de4f-5345-9600-65f1fb25de4f, N/A,26 °C, 13 °C," Weather in Bendigo, Victoria, Australia",Bendigo Airport Aws,weather," 19 Jan 2020, 19:00",22 km/h ,24 / 16 °C,26 °C,2020.01.19
306,"19 Jan 2020, 18:06:55",Sun Jan 19 15:36:56 2020, 1013 mbar,Australia, from Southwest,Sunny.,c2d9fd25-19af-5961-93d0-9219a6553cd3, 16 km,27 °C, 11 °C," Weather in Perth, Western Australia, Australia",Belmont Perth Airport,weather," 19 Jan 2020, 17:30",33 km/h ,27 / 18 °C,27 °C,2020.01.19
307,"19 Jan 2020, 21:06:56",Sun Jan 19 15:36:57 2020, 1005 mbar,Australia, from Northeast,Mild.,d18603d6-4752-5ab2-bab0-0f1266b9a395, N/A,24 °C, 22 °C," Weather in Port Macquarie, New South Wales, Australia",Port Macquarie Airport,weather," 19 Jan 2020, 19:00",9 km/h ,31 / 21 °C,24 °C,2020.01.19
308,"19 Jan 2020, 21:06:56",Sun Jan 19 15:36:57 2020, 1000 mbar,Australia, from East,Mild.,69e0d651-bc8d-5690-aca6-ef338c53bf40, N/A,23 °C, 19 °C," Weather in Griffith, New South Wales, Australia",Griffith Airport,weather," 19 Jan 2020, 19:00",20 km/h ,27 / 17 °C,23 °C,2020.01.19
309,"19 Jan 2020, 21:06:56",Sun Jan 19 15:36:57 2020, 1004 mbar,Australia, from Northeast,Warm.,de8ab630-24e7-5488-b22b-72280753751a, N/A,25 °C, 23 °C," Weather in Grafton, New South Wales, Australia",Yamba,weather," 19 Jan 2020, 19:00",17 km/h ,35 / 21 °C,26 °C,2020.01.19
310,"19 Jan 2020, 14:36:56",Sun Jan 19 15:36:57 2020, 1023 mbar,Afghanistan, from West,Partly sunny.,d187f53f-fef4-5bc2-8493-2690ecbbb0ff, N/A,8 °C, 0 °C," Weather in Mazari Sharif, Afghanistan",Termez Airport,weather," 19 Jan 2020, 14:00",15 km/h ,4 / 2 °C,5 °C,2020.01.19
311,"19 Jan 2020, 21:06:56",Sun Jan 19 15:36:57 2020, 1005 mbar,Australia, from Northeast,Warm.,3f380617-2155-5830-ae48-a4d992de6501, N/A,26 °C, 23 °C," Weather in Ballina, New South Wales, Australia",Ballina Airport Aws,weather," 19 Jan 2020, 19:00",17 km/h ,31 / 24 °C,28 °C,2020.01.19
312,"19 Jan 2020, 21:06:56",Sun Jan 19 15:36:57 2020, N/A,Australia, from Southeast,Mild.,89682e10-964e-515b-a686-aa79cfea2716, N/A,24 °C, 20 °C," Weather in Pennant Hills, New South Wales, Australia",Homebush,weather," 19 Jan 2020, 19:00",9 km/h ,29 / 20 °C,25 °C,2020.01.19
313,"19 Jan 2020, 21:06:56",Sun Jan 19 15:36:57 2020, 1003 mbar ,Australia, from Northeast,Mild.,302d92e1-ffce-59ca-8e0e-1518e6a60b1e, N/A,21 °C, 15 °C," Weather in Bathurst, New South Wales, Australia",Bathurst Airport Aws,weather," 19 Jan 2020, 20:00",15 km/h ,26 / 15 °C,21 °C,2020.01.19
314,"19 Jan 2020, 21:06:56",Sun Jan 19 15:36:57 2020, 1004 mbar,Australia, from Northwest,Partly sunny.,efc15a05-42ed-52ef-9b2d-7eced14af8b2, N/A,23 °C, 20 °C," Weather in Penrith, New South Wales, Australia",Richmond Aus-Afb,weather," 19 Jan 2020, 20:00",6 km/h ,28 / 19 °C,23 °C,2020.01.19
315,"19 Jan 2020, 14:36:57",Sun Jan 19 15:36:57 2020, 1023 mbar,Afghanistan, from West,Partly sunny.,3536c4a6-0f54-58cb-a5e6-9012af2948cd, N/A,8 °C, 0 °C," Weather in Balkh, Afghanistan",Termez Airport,weather," 19 Jan 2020, 14:00",15 km/h ,4 / 2 °C,5 °C,2020.01.19
316,"19 Jan 2020, 14:36:57",Sun Jan 19 15:36:57 2020, N/A,Afghanistan, from Southeast,Overcast.,07cf3599-ffbd-5508-8da1-f50341b3c100, 4 km,8 °C, 4 °C," Weather in Khost, Afghanistan",Parachinar,weather," 19 Jan 2020, 13:30",6 km/h ,11 / 1 °C,7 °C,2020.01.19
317,"19 Jan 2020, 14:36:57",Sun Jan 19 15:36:57 2020, 1021 mbar ,Afghanistan, from East,Partly sunny.,01690cb1-30d0-5183-8d74-e6108b65876d, N/A,4 °C, 2 °C," Weather in Herat, Afghanistan",Herat Airport,weather," 19 Jan 2020, 13:25",6 km/h ,3 / -1 °C,3 °C,2020.01.19
318,"19 Jan 2020, 21:06:57",Sun Jan 19 15:36:57 2020, 1004 mbar,Australia, from Southeast,Mild.,59050da4-a285-51b8-9b09-e281b6e73e34, N/A,22 °C, 16 °C," Weather in Ballarat, Victoria, Australia",Sheoaks Aws,weather," 19 Jan 2020, 19:00",24 km/h ,17 / 12 °C,24 °C,2020.01.19
319,"19 Jan 2020, 21:06:57",Sun Jan 19 15:36:57 2020, 1003 mbar ,Australia, from Northeast,Mild.,6e661eb7-64be-567a-a34d-e78396a3ee53, N/A,23 °C, 14 °C," Weather in Goulburn, New South Wales, Australia",Goulburn Airport Aws,weather," 19 Jan 2020, 19:00",24 km/h ,24 / 15 °C,25 °C,2020.01.19
320,"19 Jan 2020, 21:06:57",Sun Jan 19 15:36:57 2020, N/A,Australia, from East,Passing clouds.,669fde5b-6080-5cdf-b9c2-91a4fde1f065, 50 km,25 °C, 16 °C," Weather in Parkes, New South Wales, Australia",Peak Hill,weather," 19 Jan 2020, 09:00",19 km/h ,29 / 18 °C,26 °C,2020.01.19
321,"19 Jan 2020, 21:06:57",Sun Jan 19 15:36:57 2020, 1007 mbar,Australia, from South,Mild.,f58e7230-d6c0-5201-b9e2-e2f9a8932150, N/A,20 °C, 18 °C," Weather in Bairnsdale, Victoria, Australia",Bairnsdale Airport,weather," 19 Jan 2020, 19:00",7 km/h ,22 / 17 °C,20 °C,2020.01.19
322,"19 Jan 2020, 21:06:57",Sun Jan 19 15:36:57 2020, N/A,Australia, from South,Mild.,e0e4d09a-2f37-5490-8c9b-a2910f1715cd, N/A,21 °C, 21 °C," Weather in Gosford, New South Wales, Australia",Mangrove Mountain Aws Bloodtree Road,weather," 19 Jan 2020, 19:00",4 km/h ,28 / 19 °C,21 °C,2020.01.19
323,"19 Jan 2020, 21:06:57",Sun Jan 19 15:36:58 2020, 1003 mbar ,Australia, from Northeast,Mild.,7cff1b46-f4fa-579b-a599-fc4b662db38c, N/A,21 °C, 15 °C," Weather in Orange, New South Wales, Australia",Bathurst Airport Aws,weather," 19 Jan 2020, 20:00",15 km/h ,25 / 14 °C,21 °C,2020.01.19
324,"19 Jan 2020, 20:36:57",Sun Jan 19 15:36:58 2020, 1006 mbar,Australia, from Southwest,Hot.,87f0f6af-711e-568b-aa98-6f1a928530ea, N/A,31 °C, 6 °C," Weather in Oodnadatta, South Australia, Australia",Oodnadatta Airport,weather," 19 Jan 2020, 18:30",37 km/h ,32 / 18 °C,29 °C,2020.01.19
325,"19 Jan 2020, 20:06:57",Sun Jan 19 15:36:58 2020, 1005 mbar,Australia, from Northeast,Warm.,c2a2ecfd-e547-53ef-bcd5-23c36945e967, N/A,26 °C, 22 °C," Weather in Gold Coast, Queensland, Australia",Gold Coast Seaway Aws,weather," 19 Jan 2020, 18:00",30 km/h ,30 / 24 °C,28 °C,2020.01.19
326,"19 Jan 2020, 20:06:57",Sun Jan 19 15:36:58 2020, 1003 mbar,Australia, from Northwest,Passing clouds.,dfb8ce32-d035-592a-88d7-6c06bbd304c4, N/A,30 °C, 25 °C," Weather in Gordonvale, Queensland, Australia",Cairns Airport,weather," 19 Jan 2020, 19:30",9 km/h ,37 / 25 °C,36 °C,2020.01.19
327,"19 Jan 2020, 21:06:57",Sun Jan 19 15:36:58 2020, N/A,Australia, from Southwest,Mild.,9ed8ae51-cbda-5bfe-957c-6035d0661adc, N/A,20 °C, 12 °C," Weather in Ararat, Victoria, Australia",Lookout Hill Aws,weather," 19 Jan 2020, 19:00",28 km/h ,18 / 13 °C,20 °C,2020.01.19
328,"19 Jan 2020, 21:06:57",Sun Jan 19 15:36:58 2020, 1003 mbar ,Australia, from East,Mild.,b41a279a-9d46-5d02-a3e5-416b6f9b5d9e, N/A,19 °C, 18 °C," Weather in Armidale, New South Wales, Australia",Armidale Airport Aws,weather," 19 Jan 2020, 19:00",13 km/h ,27 / 16 °C,19 °C,2020.01.19
329,"19 Jan 2020, 18:06:57",Sun Jan 19 15:36:58 2020, 1008 mbar,Australia, from South,Warm.,e8a71f90-eabf-5713-bad8-7aebc0e1e3b3, N/A,29 °C, 14 °C," Weather in Geraldton, Western Australia, Australia",Geraldton Airport,weather," 19 Jan 2020, 17:00",46 km/h ,27 / 21 °C,28 °C,2020.01.19
330,"19 Jan 2020, 21:06:57",Sun Jan 19 15:36:58 2020, 1005 mbar,Australia, from East,Mild.,65e8c6ce-4c29-5202-8353-23e93a89e0f0, N/A,22 °C, 20 °C," Weather in Nowra, New South Wales, Australia",Nowra Ran Air Station,weather," 19 Jan 2020, 20:00",11 km/h ,29 / 18 °C,21 °C,2020.01.19
331,"19 Jan 2020, 19:36:58",Sun Jan 19 15:36:58 2020, 1007 mbar ,Australia, from North,Sunny.,b79f246b-0d88-537e-915d-37814f617f0d, N/A,28 °C, 18 °C," Weather in Alice Springs, Northern Territory, Australia",Alice Springs Aerodrome,weather," 19 Jan 2020, 19:00",28 km/h ,35 / 22 °C,29 °C,2020.01.19
332,"19 Jan 2020, 21:06:58",Sun Jan 19 15:36:58 2020, 1004 mbar,Australia, from South,Mild.,95fb1191-e680-5561-8847-cd40993cb360, N/A,21 °C, 19 °C," Weather in Geelong, Victoria, Australia",Geelong Airport Aws,weather," 19 Jan 2020, 19:00",19 km/h ,19 / 16 °C,21 °C,2020.01.19
333,"19 Jan 2020, 21:06:58",Sun Jan 19 15:36:58 2020, 1006 mbar,Australia, from Northwest,Broken clouds.,c14e50dd-7049-5576-ac00-7e9b8be718fc, N/A,20 °C, 18 °C," Weather in Albury, New South Wales, Australia",Albury Airport,weather," 19 Jan 2020, 20:09",32 km/h ,23 / 17 °C,20 °C,2020.01.19
334,"19 Jan 2020, 18:06:58",Sun Jan 19 15:36:59 2020, 1002 mbar ,Australia, from Southeast,Extremely hot.,4554eb34-5d66-5556-8942-cfc3187aa197, N/A,35 °C, 15 °C," Weather in Newman, Western Australia, Australia",Newman Aerodrome,weather," 19 Jan 2020, 17:00",9 km/h ,36 / 24 °C,35 °C,2020.01.19
335,"19 Jan 2020, 21:06:58",Sun Jan 19 15:36:59 2020, N/A,Australia, from Southwest,Mild.,f5373545-3bec-5529-bc8e-c869ae57fc8e, N/A,23 °C, 22 °C," Weather in Newcastle, New South Wales, Australia",Newcastle Nobbys Aws,weather," 19 Jan 2020, 19:00",19 km/h ,28 / 20 °C,22 °C,2020.01.19
336,"19 Jan 2020, 18:06:58",Sun Jan 19 15:36:59 2020, 1017 mbar,Australia, from Southeast,Mild.,372c114c-b255-5622-b349-336ed457aaa3, N/A,21 °C, 11 °C," Weather in Albany, Western Australia, Australia",Albany Airport,weather," 19 Jan 2020, 17:00",32 km/h ,22 / 16 °C,21 °C,2020.01.19
337,"19 Jan 2020, 21:06:58",Sun Jan 19 15:36:59 2020, 1002 mbar,Australia, from Southeast,Warm.,51646742-cfb4-5f34-8454-4c90698afe66, N/A,27 °C, 17 °C," Weather in Mudgee, New South Wales, Australia",Mudgee Aws,weather," 19 Jan 2020, 19:00",11 km/h ,29 / 17 °C,27 °C,2020.01.19
338,"19 Jan 2020, 18:51:58",Sun Jan 19 15:36:59 2020, 1016 mbar,Australia, from Southeast,Mild.,bffe6368-4463-51b7-a027-e953832ed3eb, N/A,20 °C, 14 °C," Weather in Eucla, Western Australia, Australia",Eucla Amo,weather," 19 Jan 2020, 17:45",20 km/h ,22 / 15 °C,20 °C,2020.01.19
